t,B00_z_0000_00,B00_z_0000_01,B00_z_0001_00,B00_z_0001_01,B00_z_0002_00,B00_z_0002_01,B00_z_0003_00,B00_z_0003_01,B00_z_0004_00,B00_z_0004_01,B00_z_0005_00,B00_z_0005_01,B00_z_0006_00,B00_z_0006_01,B00_z_0007_00,B00_z_0007_01,B00_z_0008_00,B00_z_0008_01,B00_z_0009_00,B00_z_0009_01,B00_z_0010_00,B00_z_0010_01,B00_z_0011_00,B00_z_0011_01,B00_z_0012_00,B00_z_0012_01,B00_z_0013_00,B00_z_0013_01,B00_z_0014_00,B00_z_0014_01,B00_z_0015_00,B00_z_0015_01,B00_z_0016_00,B00_z_0016_01,B00_z_0017_00,B00_z_0017_01,B00_z_0018_00,B00_z_0018_01,B00_z_0019_00,B00_z_0019_01,B01_z_0000_00,B01_z_0000_01
1.82,(0.014690533862487717+0.1272067943060299j),(-0.1828142961396484+0.23615516480753085j),(-0.182638888668524+0.4097323409747773j),(0.22914157457528492-0.10437031260079738j),(1.260227110727921+0.41957866732924637j),(0.3042075603614408+1.2412954336125064j),(4.357308520425199+3.3904828943933913j),(17.773940341969386+32.14996191706532j),(-0.611335014699315+0.5698964111979151j),(-0.6132482454165168+0.0316786716342221j),(-0.6944091943082445+0.5216874466677323j),(0.15908480599963357-0.6907469972767393j),(-0.34782120593014143-1.2696484596505475j),(0.4151639708902168+1.480416009004032j),(-0.4338122078817175+0.3557929280770495j),(0.12474068051881516+0.15439669431720784j),(0.1989914899308595+1.2242080597429736j),(0.8185283644955277-0.6868947418743295j),(0.3278071031952415+0.46757703137798967j),(0.5835613272170402-0.9607444055831879j),(2.7671076467960147-2.207666110197137j),(3.8947401653115152+1.682079405547046j),(-0.37332642798887594-0.17275781239448398j),(-0.21756805968891763-0.5736878330063179j),(-17.231281394913125+2.2494078355092344j),(14.177803207261201+6.112677491511291j),(-0.4664676770388439-0.542166682533327j),(-1.3041323415962285+0.0654429908859693j),(1.9860447639754646-1.377521421521915j),(-0.7078349431041867-1.7427117845824456j),(-55.16067236472969+40.510111165725256j),(-19.015867589173556-20.383033232593732j),(0.35418425134281123-0.8505376409236063j),(1.2763831016344933+0.025969432675068585j),(-0.020716715685601236-1.7830559559321246j),(0.28062226205339935-0.3613315999275503j),(-0.04074157029113666+0.4459583443804674j),(-0.37115507941242537-0.2981068755812232j),(1.9579971037995734+1.402138686203045j),(0.10974436883356484-1.0464613730487888j),(0.014690533862487717+0.1272067943060299j),(-0.1828142961396484+0.23615516480753085j)
1.83,(-0.0019655387413682205+0.12560131535218952j),(-0.20655462126598437+0.24146783990050064j),(-0.21012529573361485+0.3982685170872032j),(0.22900263681046804-0.06959391281508068j),(1.2762124267447532+0.4327284565085122j),(0.32031024007908465+1.3117646727179764j),(3.7613544012467837+4.049656851517261j),(19.200151298768958+32.73441696682198j),(-0.6374553367403187+0.5321774882624455j),(-0.622838679732497+0.012674617473393582j),(-0.6883254393185833+0.49815449585385724j),(0.167741982218348-0.6659142924522813j),(-0.38569163251136984-1.3025114589852305j),(0.48570087166714515+1.5325158417331186j),(-0.4593878702546487+0.3307572565757187j),(0.10823903087330627+0.17762656924772874j),(0.21832469623982054+1.2167782125615672j),(0.7828927886223868-0.6606364617338863j),(0.3203181540371572+0.47702123346620817j),(0.5564197697612595-0.9217350169673838j),(2.6014034420196066-2.4799825741641626j),(4.239458814744046+1.2859961564494347j),(-0.3469039059503826-0.19992654822426448j),(-0.18300022367344304-0.5616139520947895j),(-17.585378733900054+3.8239230277753187j),(14.944164926276112+4.986406334178913j),(-0.4336009264464899-0.5895242043573145j),(-1.298485932608074+0.056597608048193825j),(1.9309009736469271-1.3547839530681127j),(-0.6574956772174162-1.6352283164142072j),(-54.49653040209749+40.57924453924954j),(-18.63633706925973-21.927454064745977j),(0.3519143036174256-0.8327791229507405j),(1.2899250377119273+0.008994570351468823j),(-0.06962926147211626-1.7641913849001072j),(0.311715731480266-0.33250542607884664j),(-0.07052368439898395+0.4334048915994738j),(-0.3553448356452037-0.30036682592924063j),(1.9812101411884653+1.3022455981814056j),(0.09500566329386863-0.973981246533733j),(-0.0019655387413682205+0.12560131535218952j),(-0.20655462126598437+0.24146783990050064j)
1.84,(-0.018464080163033695+0.12192103649264886j),(-0.23048147706898373+0.24475670601000213j),(-0.23737629266816992+0.3851082796814947j),(0.22675061791508141-0.03527323363952403j),(1.2938066917031004+0.44639102411936527j),(0.34262546669451666+1.3850916186539104j),(3.078658287382277+4.697760523067945j),(20.57913953218826+33.21052276091499j),(-0.6615412102438725+0.4925703151249442j),(-0.6306399822882476-0.006971014781396263j),(-0.6830952165289298+0.4745297218393043j),(0.17710992819451257-0.6411595935477022j),(-0.4296372386168813-1.3355177254901962j),(0.5667968366078362+1.5834853313101076j),(-0.48387046082206836+0.30413242250361483j),(0.09058207398214631+0.19940007512166807j),(0.23632909647732905+1.2095867133915128j),(0.7504304808866377-0.6323007837228185j),(0.3117297150421103+0.486469671238991j),(0.5339800607273976-0.8819981286059795j),(2.3740049190520964-2.7258814014125106j),(4.509864664489746+0.7915801632310298j),(-0.3189781129164412-0.22465296808990814j),(-0.14817235105468815-0.5479442133787974j),(-17.692196181154742+5.392074682877459j),(15.491660133117115+3.800528183250339j),(-0.3982063019748292-0.634313445055082j),(-1.2917690530334645+0.047842102626517564j),(1.8783584330474092-1.3373939264161516j),(-0.6087860888160548-1.5363053741118018j),(-53.815169779019264+40.63151534073102j),(-18.223143299501714-23.413939929308796j),(0.3502732661786569-0.8143196057442961j),(1.302113069768788-0.00989212231489807j),(-0.1180548321035757-1.744568678383992j),(0.34179419753440143-0.30431840502964685j),(-0.09935850949874177+0.4187880669470676j),(-0.3389930222200038-0.30228814708594337j),(2.0021879314939137+1.205369874768994j),(0.08346381080580174-0.9040117723428592j),(-0.018464080163033695+0.12192103649264886j),(-0.23048147706898373+0.24475670601000213j)
1.85,(-0.0345627955628481+0.11618582899804494j),(-0.2543779401437967+0.24605579677948808j),(-0.2642720877703358+0.3702325194548058j),(0.22240100053860093-0.0015441034525353137j),(1.3132244289099324+0.46055292835797557j),(0.3721728138267712+1.4613887431469672j),(2.3146378002450048+5.323936029051383j),(21.912254524797014+33.58801969540889j),(-0.6834191378420361+0.4512084598241539j),(-0.6365919168345688-0.02714392391028788j),(-0.6786131331140136+0.4508179842507746j),(0.1870948247606713-0.6164221941125937j),(-0.48034265544353033-1.3681693307360678j),(0.6595880000142857+1.6321918555641237j),(-0.5071505173972023+0.27597304529444266j),(0.07190756580887814+0.2196731497682332j),(0.2531162396952383+1.202731982132819j),(0.7208763515703045-0.6022043789813324j),(0.30206505754969665+0.49592193131378104j),(0.5157203897841162-0.8417691769054623j),(2.091789688557449-2.9236386649556723j),(4.67014502103029+0.22166879794755723j),(-0.2897312638047252-0.24681795009901536j),(-0.11323923832286521-0.5325553875322873j),(-17.567976152620503+6.92718963719198j),(15.832227388659565+2.587377466715018j),(-0.36056344239672217-0.6763989078766308j),(-1.2840213047679425+0.03919181305010082j),(1.8280067662219919-1.3246612135855007j),(-0.5614872160994342-1.4448473160377373j),(-53.11875931408169+40.66640327458386j),(-17.78361319293886-24.841543678025797j),(0.3492853354247851-0.7951543862076482j),(1.3127736002275097-0.03052971450868532j),(-0.16594747750540667-1.7241832741088825j),(0.37090186688853816-0.2767877355417181j),(-0.12707251804665418+0.402169211486882j),(-0.32209224238305867-0.3037990505531119j),(2.02114560108688+1.1111223210495125j),(0.0746230048758901-0.8363127978975502j),(-0.0345627955628481+0.11618582899804494j),(-0.2543779401437967+0.24605579677948808j)
1.86,(-0.05002204811732785+0.10844416081069465j),(-0.2780371288377494+0.2454177286268751j),(-0.2906900933955263+0.353632274561743j),(0.21599097633735798+0.03145841543525778j),(1.3347167668727407+0.4751800594699682j),(0.41012474793476245+1.5406930966745163j),(1.475327497812327+5.918403419189902j),(23.200963363164863+33.874906437936765j),(-0.7029256825898395+0.40824465256211806j),(-0.6406434203819932-0.04772683981634192j),(-0.6747801824511089+0.4270232287479692j),(0.19760347972466516-0.5916426062636532j),(-0.538536810148898-1.3997908014484461j),(0.7652374367611615+1.6771589000871638j),(-0.5291230513531456+0.24634371087380355j),(0.052356689840340885+0.23841508361421768j),(0.26879511556045765+1.196293787902748j),(0.6939550647474417-0.5706151070664054j),(0.2913457726663805+0.5053694973475573j),(0.5011418310188372-0.8012175140063126j),(1.7713702318132145-3.0549345687439637j),(4.695319523802434-0.3849103311820622j),(-0.2593594462273375-0.26631945992912753j),(-0.0783740229693405-0.5153323391687735j),(-17.227672973776837+8.406788613183323j),(15.978637333355765+1.3730566122690355j),(-0.3209571792608472-0.7156772417087778j),(-1.2752844130878804+0.030662870780421642j),(1.7794884692685145-1.3159976721404247j),(-0.515432150469634-1.3599162224186085j),(-52.40950605929093+40.683317526797694j),(-17.324777242572402-26.209930283137535j),(0.348972401752496-0.7752849240295896j),(1.321744846460437-0.05272710246159083j),(-0.21326849828159575-1.7030351946527633j),(0.3990846351407645-0.24993478851127035j),(-0.15349515570107714+0.38362629265103215j),(-0.3046425819077291-0.3048232065266486j),(2.038249041517493+1.0191555105082175j),(0.06805188624110714-0.770655618021578j),(-0.05002204811732785+0.10844416081069465j),(-0.2780371288377494+0.2454177286268751j)
1.87,(-0.06460824025962557+0.09877284098740181j),(-0.30126387921812775+0.24291161898452135j),(-0.31650592817856676+0.33530923910650384j),(0.2075785708030178+0.06360306218173849j),(1.3585770244278843+0.4902092052750917j),(0.4578315905452829+1.6229327895426882j),(0.5673444774815337+6.472487545354527j),(24.44651611413025+34.07771506700341j),(-0.7199098566895081+0.36384974784295615j),(-0.6427529122084955-0.06860002226916993j),(-0.6715034549946326+0.40314897537185673j),(0.20854299083898478-0.5667632237487366j),(-0.6049702515970181-1.4294836042634715j),(0.8848784582865764+1.7164894016845318j),(-0.5496885749872675+0.21531858909189125j),(0.032072073863908535+0.25560837226344996j),(0.28347084515176246+1.190335899526846j),(0.6693872253974903-0.5377584041600858j),(0.27959186064803804+0.5147969084981059j),(0.4897706115631886-0.7604599381905255j),(1.4364874829065692-3.109983701106411j),(4.579311817786817-0.9805528374928607j),(-0.22807069231190533-0.28307406631493237j),(-0.043767913270628275-0.4961709653760768j),(-16.68484337298079+9.810885506278334j),(15.943465628741563+0.17900319070672488j),(-0.27967352049976707-0.7520765441087408j),(-1.265601889072808+0.022272151414816636j),(1.732491043134535-1.310896999389363j),(-0.47049444440665156-1.2807036092097617j),(-51.689636280141734+40.68161013901634j),(-16.85330981759411-27.519304320474884j),(0.3493528399178699-0.754718921635276j),(1.3288819664564968-0.07626457665431415j),(-0.25998619522296285-1.6811277400121236j),(0.4263899278431509-0.22378461002685449j),(-0.17846073829972514+0.3632539787665297j),(-0.2866524750814443-0.3052802332869826j),(2.0536242676539875+0.9291599947983609j),(0.06337404530071276-0.7068243769779495j),(-0.06460824025962557+0.09877284098740181j),(-0.30126387921812775+0.24291161898452135j)
1.8800000000000001,(-0.07809719733915217+0.0872763380101521j),(-0.3238760598503139+0.23862098691077793j),(-0.34159450690375026+0.31527615317803787j),(0.197241311394741+0.09476520812780502j),(1.3851465986025773+0.5055365728477168j),(0.5168484921440387+1.7078814187555056j),(-0.4020869766506882+6.978734385102234j),(25.650293878701717+34.20209635756019j),(-0.7342353883685595+0.31821134519770744j),(-0.6428885485234596-0.08964176503280487j),(-0.6686958878516335+0.37919871841693414j),(0.219820499906082-0.5417289813490731j),(-0.680375811632326-1.4560743192798926j),(1.0195251728988746+1.7477829847726123j),(-0.5687540882704017+0.1829809286148496j),(0.011195943314468031+0.2712483117836268j),(0.29724381504964564+1.184908457047063j),(0.6468941048156256-0.5038233827484679j),(0.2668219305901765+0.5241827630731825j),(0.4811589139812848-0.7195724127192717j),(1.1125339507659584-3.0901917888505954j),(4.337131536696261-1.5201161962674754j),(-0.1960828884600818-0.2970182115733843j),(-0.00962943200208223-0.47498133454399816j),(-15.95192185671709+11.120710446709845j),(15.738630142418828-0.9767111325724795j),(-0.23699592578413536-0.7855551571736722j),(-1.2550187027474982+0.014037208640540309j),(1.6867406397412736-1.3089191378360818j),(-0.42657939899856134-1.2065082767990176j),(-50.96137758484284+40.660588774902834j),(-16.375484163094413-28.770335919573505j),(0.3504403043841331-0.7334702095109992j),(1.3340619995905647-0.10089644618592691j),(-0.3060754857765509-1.6584662577284206j),(0.4528664524550839-0.19836546118807455j),(-0.20181041077849718+0.34116346457511976j),(-0.2681395543383949-0.3050863204920597j),(2.0673650433736817+0.8408607324860877j),(0.0602603478490603-0.6446167371138581j),(-0.07809719733915217+0.0872763380101521j),(-0.3238760598503139+0.23862098691077793j)
1.8900000000000001,(-0.09027749491118557+0.0740856614254352j),(-0.3457055569231864+0.23264168935262214j),(-0.36583120183693313+0.2935570594580476j),(0.18507448829941195+0.12482939989744986j),(1.414820702303754+0.5210022245112208j),(0.5889628843959002+1.7950961770467873j),(-1.4252977445264714+7.430903584556512j),(26.81347454956621+34.25280300962671j),(-0.7457828111110785+0.27153208364694j),(-0.6410284197899311-0.11072890103323478j),(-0.6662760503663879+0.3551762509760072j),(0.2313430428320299-0.5164880115492223j),(-0.7654056835344221-1.478059643017697j),(1.169938639234553+1.7680551420301136j),(-0.5862340089114076+0.14942243471949598j),(-0.010131557343907194+0.28534237667702234j),(0.31020914305547087+1.1800500629823896j),(0.6262012041756074-0.46896849992982914j),(0.2530534700819376+0.5335005892761917j),(0.47488473068485343-0.6786001307538628j),(0.8206684084063529-3.006951253664776j),(3.9998362678958745-1.971036439389197j),(-0.16362155738892964-0.30810922002631813j),(0.023816901220883625-0.4516909461835579j),(-15.040680930483937+12.31777211862792j),(15.375247460971908-2.0783583057839774j),(-0.1932019332643399-0.8161000319757931j),(-1.2435809715669017+0.005976193498383345j),(1.6419969083483819-1.3096781180661776j),(-0.3836174217226632-1.1367188325725825j),(-50.22694226424052+40.61952842554375j),(-15.897140862582411-29.964087509477043j),(0.35224257999278963-0.7115584321381666j),(1.3371883733593803-0.12635469611434666j),(-0.3515173967928104-1.6350570072115955j),(0.4785638708988191-0.17370839572327587j),(-0.22339413135773922+0.31748203211324094j),(-0.24913146410352194-0.3041549956143641j),(2.0795391450804313+0.7540137524346949j),(0.05842275671849193-0.5838440283754063j),(-0.09027749491118557+0.0740856614254352j),(-0.3457055569231864+0.23264168935262214j)
1.9000000000000001,(-0.10095366677595435+0.05935680572658474j),(-0.36659896588712676+0.22507993418457217j),(-0.3890930564116925+0.2701874139510117j),(0.1711890741414653+0.15369154641086558j),(1.448053088522306+0.5363690913133592j),(0.6762193360568016+1.8838340890602467j),(-2.494259126120918+7.823991734987299j),(27.937098346541138+34.2340129494219j),(-0.7544513211232411+0.2240276444775309j),(-0.637160690294132-0.1317372977473773j),(-0.664167961267433+0.3310859184297246j),(0.24301750286882529-0.49099228994665794j),(-0.8605368204431557-1.4935550435559766j),(1.3364359874913327+1.7736735598685678j),(-0.6020510305148146+0.11474253772541335j),(-0.031773853260435955+0.2979094229137612j),(0.32245638543244665+1.1757896065377584j),(0.6070409122700212-0.43332671389121635j),(0.238303156751822+0.5427196050274155j),(0.47055115957131133-0.6375661037575009j),(0.5741061434604654-2.8774821927930327j),(3.605159460631835-2.3180260456053636j),(-0.13091754789596022-0.3163260324488715j),(0.056332513791397074-0.42624800828071785j),(-13.962817288681883+13.383146670063951j),(14.863678110226697-3.111733184351662j),(-0.14856018119069794-0.8437247412493565j),(-1.2313356680371261-0.0018922375410594097j),(1.5980487915818107-1.3128325285540245j),(-0.34155888232765436-1.0707998051397898j),(-49.48851253150523+40.557681877061476j),(-15.423668770402667-31.101942192122713j),(0.35476053994941087-0.6890085415453582j),(1.3381947307213609-0.1523535885744744j),(-0.3962984456782045-1.610906132587494j),(0.5035324023807252-0.1498468748548016j),(-0.24307264093871622+0.2923523371066878j),(-0.22966661602172503-0.3023980406871578j),(2.0901935454092153+0.6684030403494096j),(0.05760938114395493-0.5243310245629952j),(-0.10095366677595435+0.05935680572658474j),(-0.36659896588712676+0.22507993418457217j)
1.9100000000000001,(-0.10994922857871822+0.04326876608556603j),(-0.38641802751859355+0.21605039973813484j),(-0.4112600301371752+0.2452140415598831j),(0.1557093808021319+0.18126069979190057j),(1.4853582224083575+0.5512949171442658j),(0.7809361488975555+1.9729393897917082j),(-3.600703833325099+8.154294472889772j),(29.02239563873126+34.149534238031336j),(-0.7601603577616001+0.1759244953300912j),(-0.6312836808094779-0.15254233919656288j),(-0.66230093303951+0.3069328057323376j),(0.25475067280544483-0.46519826001147335j),(-0.9659366331782163-1.50025951213764j),(1.5186318700385868+1.7603370874225157j),(-0.6161368948595565+0.07904756191852239j),(-0.053599225174681034+0.30897875852714557j),(0.334069414362832+1.1721478424041363j),(0.5891544700779751-0.39701009136270493j),(0.22258719022183165+0.5518053869684776j),(0.46778542589625577-0.596478440283123j),(0.3776224189872979-2.720027534077938j),(3.1885401793295065-2.561616154120218j),(-0.0982046684821471-0.3216696596204382j),(0.08766739707003447-0.3986246047643959j),(-12.730684348563827+14.296920076944598j),(14.21371200016657-4.063458833509096j),(-0.10332785122077648-0.8684672214789533j),(-1.2183303494188462-0.009549022457889201j),(1.5547110702179534-1.318078015000657j),(-0.30037005750729895-1.0082805398608083j),(-48.748226774903806+40.47428941569037j),(-14.95999628051621-32.18553776713125j),(0.35798726112707796-0.6658501177320919j),(1.3370478557131154-0.1785950542991866j),(-0.4404099241519429-1.586018755878463j),(0.5278223660206605-0.12681641726167125j),(-0.26071937492489977+0.2659314178775464j),(-0.20979485994162483-0.29972656369893874j),(2.0993587311200694+0.5838376224886175j),(0.05760053372354992-0.46591544515706185j),(-0.10994922857871822+0.04326876608556603j),(-0.38641802751859355+0.21605039973813484j)
